Name,Ingredients,Direction
"Yes, Virginia There is a Great Meatloaf","['1 1/2  lbs    ground beef (ground shoulder roast is good)', '1   slice    bread (broken or chopped finely)', '1       egg', '1   small    vidalia onions or 1   small   type sweet onion, finely chopped ', '1   teaspoon    table salt', '1/4  teaspoon    black pepper', '4   tablespoons    ketchup', '1/2-2/3  cup    whole milk or 1/2-2/3  cup    half-and-half', '4   tablespoons    apple cider vinegar', '2 -4   tablespoons    dark brown sugar, packed firm  (to taste)', '1/2  cup    ketchup']","['Meatloaf: Combine meat loaf ingredients and place into a loaf baking dish.', 'Smooth out top.', 'Sauce: Combine sauce ingredients and pour on top and sides of meatloaf.', 'Bake at 350&deg;F about 1 hour to 1 hour 15 minutes or until done.', 'ENJOY!', '*The addition of 1 or 2 teaspoons of Kitchen Bouquet&reg; makes this recipe very good.', '**Recipe should be&quot;plump&quot; from the addition of the milk or Half &amp; Half.', 'It should NOT be runny.', '***A second batch of sauce served hot is good to serve with the meatloaf.', ""Nita's Note: I note that some of you are using game meat such as deer -- Deer is a very DRY meat. It is wise to HAVE some fat added to the deer -- especially to ground deer. Maybe 25 % fat, ( I recommend 1 lb of ground venison, and 1/2 lb of deer sausage for fat content), otherwise your results will be poor. I don't know about some of the other game meat some are using. Please consult an expert. The recipe is delicious as it stands! Enjoy! Nita Holleman.""]"
Esquites (Mexican Corn Salad),"['2   tablespoons    butter', '3   cups    corn', '1/2      jalapeno, seeded and diced ', '3   tablespoons    mayonnaise', '1       garlic cloves, minced  or 1   teaspoon    garlic paste', '2       green onions, sliced ', '1      handful cilantro, chopped ', '1       lime, juiced ', '2   tablespoons    Cotija cheese (or Mexican blend cheese)', '1/8  teaspoon    chili powder, to taste ', '1       avocado, diced ']","['1.Melt butter in skillet on medium-high.', '2.Add corn and mix with butter.', '3.Let corn char on bottom of pan. Then stir and char again.', '4.Add the jalapeno, saute for a minute and then remove from heat.', '5.Place into a bowl and add mayonnaise, garlic, green onions, cilantro, lime juice, cheese, chili powder and avocado.', '6.Serve warm or chilled, your choice.']"
Cucumber Salad,"['2       cucumbers, very thinly sliced ', '1       red onion, very thinly sliced ', '2   tablespoons    vinegar or 2   tablespoons    lemon juice', '2   tablespoons    low-fat sour cream or 2   tablespoons    yogurt', '  salt and pepper, to taste  (I like a lot of pepper)', '1/2  teaspoon    sugar', '1   teaspoon   chopped fresh dill']","['Mix cucumbers and onions together.', 'Mix rest of ingredients together in a closed bowl and give a shake.', 'Add to cucumbers, chill till very cold &amp; serve.']"
Individual Baked Alaska,"['7   ounces   good quality bittersweet chocolate (do not use chips!)', '1   cup    heavy whipping cream', '1   pint    frozen raspberries, without syrup ', '2   tablespoons    granulated sugar (approx.)', '1/2  teaspoon   freshly squeezed lemon juice', '1   pinch    salt', '1       sponge cake, any flavor,that has been baked in a sheet pan,jelly-roll style ', '1   quart   of your favorite flavor ice cream', '1/2  cup    egg white, warmed to room temperature ', '2/3  cup    granulated sugar', '1/4  cup    light corn syrup', '1/4  cup    water', ""1/4  cup    confectioners' sugar""]","['To make the chocolate sauce: chop the chocolate to a rough consistency.', 'Heat the cream just to a scald, then pour over the chocolate.', 'Do not stir.', 'Let it sit for about 5 minutes, then stir with a whisk until smooth.', 'Makes about 1 cup.', 'To make the raspberry sauce: Puree the raspberries in a blender with the remaining ingredients.', 'Strain through a fine mesh strainer to remove the seeds.', 'Refrigerate until needed.', 'Makes about 1 cup.', 'To assemble the ice-cream bases: line a baking sheet with parchment.', 'Using a 3"" round cookie cutter (or a glass) cut 6 circles out of the cake, and place them on the parchment.', 'Place a scoop of ice cream in the center of each piece of cake, making sure you leave a small margin of cake visible all the way around.', 'Place in the freezer until the meringue is ready.', 'To prepare the meringue: combine the sugar, corn syrup and water in a heavy, 1-quart saucepan over medium heat.', 'Bring to a boil, then cook until the syrup reaches 230 degrees F.', '(thread stage) on a candy thermometer.', 'Meanwhile, place the egg whites in the bowl of your mixer, and fit the whip attachment to your mixer.', 'When the syrup reaches the thread stage, start whipping your egg whites on high speed.', 'When the syrup reaches 245-250 degrees F.', '(firm-ball stage), lower the speed of the mixer to low, and very, very, VERY slowly start pouring the syrup in, in a slow, steady, thin stream until it is all used up.', 'Immediately return the mixer to high speed and continue whipping until the meringue reaches a very stiff peaked consistency.', 'Transfer the meringue to a piping bag fit with a plain tip.', 'Remove the ice cream bases from the freezer.', 'Now you are going to create a meringue""beehive"" around each scoop of ice cream.', 'I find it easier to do this by removing one ice-cream scoop at a time to a cake turntable or a flat-work surface that I can spin around, like a small plate, pipe the meringue, then using a thin spatula, returning it carefully to the parchment.', 'To pipe the meringue you need to start at the bottom edge of the cake, pipe a ring of meringue around the icecream so that it completely covers the cake edge.', 'Then continue to pipe a line of meringue all around the scoop of ice cream, making sure you completely cover the ice cream, and that each line of meringue rests on top of the previous one.', 'Finish with a small circle at the top.', 'Repeat with remaining ice cream bases.', 'Return them to the freezer until ready to serve.', 'Just before service, decorate your plate: choose an oversize plate, like a dinner plate.', 'Then using the sauces, paint or spoon or swirl them on to your hearts content.', 'Any design you like.', 'I like to just use squiggles, but anything goes at this point.', ""Now- if you don't have a torch, you will need to turn your oven to broil."", 'If you have a torch, get it ready.', 'Remove the meringues from the freezer, and dust the top of each one with the confectioners sugar in a fine mesh strainer.', 'If you are using a broiler, place the baking sheet under the broiler but leave the door open and watch.', 'You will only need about 30-45 seconds, just enough time for the meringue to turn golden brown.', 'Remove from the oven, place one in the center of each plate, and serve.', 'If you are using a torch, turn your torch to a med-low setting, and carefully, gently use the torch to brown the outside of the meringues.', 'Place one meringue on each plate, and serve.', 'Notes: You can use any type of cake you want here- this recipe is more a method than anything.', ""I've used chocolate chiffon as a base, I've used spongecake, poundcake, leftover slices of cupcakes!"", 'Anything, anyflavor, but it needs to be at least 1/4"" thick.', 'You can also use any flavor ice-cream- experiment, go wild.', ""Sorbet is great this way- I've done mango sorbet, and lime sorbet- they taste terrific."", ""Experiment, have fun, and don't be intimidated by this dessert."", 'It\'s fun, and it\'s easy, and your friends and relatives will""oooohhhh!', '""and""ahhhhh!', '""you to death!']"
The Best Brownies,"['1/2  cup    vegetable oil', '1   cup    sugar', '1   teaspoon    vanilla', '2   large    eggs', '1/4  teaspoon    baking powder', '1/3  cup    cocoa powder', '1/4  teaspoon    salt', '1/2  cup    flour']","['Preheat oven to 350 degrees Fahrenheit or 180 degrees Celsius.', 'Mix oil and sugar until well blended.', 'Add eggs and vanilla; stir just until blended.', 'Mix all dry ingredients in a separate bowl.', 'Stir dry ingredients into the oil/sugar mixture.', 'Pour into greased 9 x 9 square pan.', 'Bake for 20 minutes or until sides just starts to pull away from the pan.', 'Cool completely before cutting.', 'Note: I usually double the recipe and bake in a 9 x 13 pan. If you double the recipe, you will need to cook longer than 20 minutes.']"
Italian Stuffed Artichokes,"['4   medium   fresh artichokes', '2 -3   cups    Italian style breadcrumbs', '2 -3   tablespoons   of grated parmesan cheese or 2 -3   tablespoons    romano cheese', '1   tablespoon    dried parsley', '1   teaspoon    garlic salt', '1/2  teaspoon    fresh ground black pepper', '1/4  cup    extra virgin olive oil', '1 -2   tablespoon    extra virgin olive oil (for drizzling)']","['Rinse artichokes well, tugging leaves outward to loosen slightly for stuffing.', 'Trim off stems so artichokes sit on a flat surface.', 'Trim off the pointed tips of each leaf.', 'Set aside.', 'In a large bowl combine bread crumbs, cheese, parsley, garlic salt, and pepper.', 'Mix well; slowly add the oil till the crumb mixture is moistened enough to stick together.', 'You may need to adjust the amount of oil depending on the type and amount of bread crumbs used.', 'Stuff each leaf of the artichoke, starting from the bottom and working your way around, with crumb mixture.', 'Stuff desired amount of leaves and shake off excess mixture.', 'Continue this step with remaining artichokes.', 'Place artichokes in a large baking pan and fill bottom of pan with 1/2 to 1 inch of water.', 'Drizzle olive oil over top of stuffed artichokes and cover tightly with heavy duty foil.', 'Cook on 375 degrees for approximately 60-80 minutes (depending on size of artichoke) or until leave comes out easily.', 'Cool for 10 minutes; serve and Enjoy!']"
Raspberry and Cream Frozen Yogurt Pie,"['7       chocolate graham crackers', '1/4  cup    sugar substitute', '3 -4   tablespoons    unsalted butter, melted ', '8   ounces    fat free cream cheese', '6   ounces    raspberry low-fat yogurt', '1/3  cup    sugar substitute', '1   teaspoon    vanilla', '12   ounces    fat-free whipped topping, thawed ', '1   cup    fresh raspberry (optional)']","['Coat 9 inch pie plate with nonstick cooking spray; set aside.', 'Place graham crackers in plastic bag; crush into fine crumbs with rolling pin.', 'Mix crumbs and 1/4 cup sugar substitute in small bowl.', 'Stir in butter until crumbs are moistened.', 'Press crumb crust into bottom and slightly up side of prepared pie plate.', 'Refrigerate while making filling.', 'FILLING:.', 'Beat cream cheese yogurt, 1/3 cup sugar substitute and vanilla in bowl of electric mixer until combined.', 'Add whipped topping; mix until just combined.', 'Spoon filling into crust and spread to edges.', 'Freese at least 4 hours or until frozen.', 'Remove from freezer about 20 to 30 minutes before cutting into slices.', 'Garnish with raspberries, if desired.']"
Spicy Hash Browns - Homemade,"['2   tablespoons    olive oil', '1   teaspoon    paprika', '3/4  teaspoon    chili powder', '1/2  teaspoon    salt', '1/4  teaspoon    red pepper, ground ', '1/8  teaspoon    black pepper', '6 1/2  cups    baking potatoes, diced  (about 2-1/2 lbs)', '  cooking spray']","['Preheat oven to 400 degrees Fahrenheit.', 'Combine olive oil, paprika, chili powder, salt, red peppers, and black pepper in a large bowl; stir well.', 'Add diced potatoes and stir well to coat.', 'Place potatoes in a single layer on a cookie sheet coated with cooking spray.', 'Bake at 400 degrees Fahrenheit for 30 minutes or until browned.']"
"New Potatoes, Green Beans and Ham","['8       red potatoes, scrubbed and halved ', '1 (16   ounce) package   frozen green beans (or fresh)', '1   large    onion, cut into about eight wedges ', '2   cups    ham, cut into bite sized pieces ', '      vegetable broth or       chicken broth', '  salt and pepper']","['I cook this in a crockpot all day, but may be cooked in a dutch oven on the stove, also.', 'Add all the ingredients and cover, cook on low for 8 to 10 hours.', ""If cooking on the stove you may need more broth, but the crockpot makes broth as it cooks, so you shouldn't need any more."", 'Use your own judgement on the amount of broth.', 'Serve with fresh, sliced tomatoes and corn bread for a great Southern meal.']"
Awesome Blueberry Muffins,"['1 1/2  cups    all-purpose flour', '3/4  cup    white sugar', '1/2  teaspoon    salt', '2   teaspoons    baking powder', '1/3  cup    vegetable oil', '1       egg', '1/3  cup    milk', '1   cup    fresh blueberries', '1/2  cup    white sugar', '1/3  cup    all-purpose flour', '1/4  cup    butter, cubed ', '1 1/2  teaspoons    ground cinnamon']","['Preheat oven to 400 degrees F (200 degrees C).', 'Grease muffin cups or line with muffin liners.', 'Combine 1 1/2 cups flour, 3/4 cup sugar, salt and baking powder.', 'Place vegetable oil into a 1 cup measuring cup; add the egg and enough milk to fill the cup.', 'Mix this with flour mixture.', 'Fold in blueberries.', 'Fill muffin cups right to the top, and sprinkle with crumb topping mixture.', 'To Make Crumb Topping: Mix together 1/2 cup sugar, 1/3 cup flour, 1/4 cup butter, and 1 1/2 teaspoons cinnamon.', 'Mix with fork, and sprinkle over muffins before baking.', 'Bake for 20 to 25 minutes in the preheated oven, or until done.']"
Shrimp Fajitas,"['1 1/4  lbs    medium shrimp, peeled and deveined ', '1/2  teaspoon    salt', '1/2  teaspoon    ground cumin', '1/2  teaspoon    pure chile powder', '1/2  teaspoon   chopped oregano', '1/4  teaspoon    garlic powder', '1       lime, juice of', '8 -12       flour tortillas or 8 -12      soft corn tortillas, warmed ', '2   tablespoons    vegetable oil', '6       green onions, cut into thirds ', '2       green bell peppers, cut into 1/3 inch strips ', '  sour cream', ' chopped fresh cilantro', ' minced red onion']","['Add shrimp, salt, cumin, chile powder, oregano, garlic, lime juice to a large bowl or heavy duty zip-top plastic bag.', 'Toss until spices are distributed and shrimp is well coated.', 'Let marinate for 10 minutes.', 'Heat oil in a large skillet (cast-iron is best).', 'Add the green onions and peppers; cook and stir occasionally 2 minutes or until slightly softened.', 'Add the shrimp and marinade; cook and stir constantly about 3 minutes or until the shrimp are pink.', 'Spoon shrimp and vegetables into warmed tortillas; garnish with sour cream, cilantro and onion if desired.', 'Fold up and eat.']"
Denny's-Style French Toast,"['4       eggs', '2/3  cup    whole milk', '1/3  cup    flour', '1/3  cup    sugar', '1/2  teaspoon    vanilla', '1/4  teaspoon    salt', '1/8  teaspoon    cinnamon', '6   slices    Texas toast thick bread', '3   tablespoons    butter', '  powdered sugar', '  butter', '  syrup']","['Mix together the eggs, milk, flour, sugar, vanilla, salt&amp; cinnamon.', 'Heat a large skillet, or griddle.', 'When the skillet is hot, add 1 tablespoon butter.', 'If the butter smokes, your pan is too hot; turn down the heat.', 'Dip each slice of bread into the batter for 30 seconds on each side.', 'Let some of the batter drip off, then put in skillet.', 'Cook each slice 1 1/2-2 minutes per side until each side is golden brown.', 'Add more butter, if necessary, to cook all of the slices.', 'To serve, put on plate, dust with powdered sugar. Serve with butter &amp; hot syrup.']"
Mexican Pasta Salad,"['8   ounces   chunky pasta (such as rotini, wheels, medium macaroni, etc)', '1 (15   ounce) can   whole kernel corn (or the equivalent in frozen corn)', '1/2  large    red onion, chopped ', '1 (15   ounce) can   black beans, drained and rinsed ', '1   large    bell pepper, chopped  (green, red, yellow - whatever color you have on hand)', '1   large    tomatoes, chopped ', '1 -2   tablespoon    olive oil', '1 -2   tablespoon    lemon juice (you can also use lime juice)', '  pepper, to taste ', '1       spicy seasoning mix (such as Mrs Dash Extra Spicy) or 1       garlic powder', '  cilantro, chopped,to taste ', '1/2  cup   shredded cheddar cheese (or to taste, I have also used shredded monterey jack and shredded mexican soft cheese. If you are ve)']","['Cook the pasta (al dente) During approximately the last 2 minutes of cooking time, add the corn.', 'While the pasta/corn mixture is cooking, combine all other ingredients (except for the cheese) in a large bowl.', 'Drain the pasta and corn.', 'Rinse the pasta and corn in cold water until the mixture is cool or cold.', 'Add the pasta/corn mixture to the other ingredients and mix.', 'Before serving, sprinkle mixture with shredded cheese.', '(OPTIONAL) If you are vegan, do not complete this step.', '*Please note, I have also added other vegetables, such as fresh and frozen chopped broccoli (add to pasta cooking process like the corn), fresh chopped cauliflower, etc.', 'You can also add cooked, diced or chopped chicken (great for leftovers).']"
